,,Which CNCF project(s) are you maintaining?,Do you feel that CNCF reached out to collaborate and gather info about your project needs?,,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF ServiceDesk)?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF staff responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF TOC responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.","Are your documentation needs being met (e.g., website, tech writing)?10 - strongly agree, 1 - strongly disagree.",,"Are your CI needs being met (e.g., GitHub Actions etc)?10 - strongly agree, 1 - strongly disagree.",,"Are your security needs being met (e.g., security audits)?10 - strongly agree, 1 - strongly disagree.",,"Are your non-CI tooling needs being met (e.g., bots or automation)?10 - strongly agree, 1 - strongly disagree.",,"Are your marketing needs being met (e.g., events, velocity reports)?10 - strongly agree, 1 - strongly disagree.",,"Are you satisfied with the overall support your project receives from CNCF (e.g., marketing, budget, scholarships, events etc)10 - strongly agree, 1 - strongly disagree.","Would you recommend CNCF to other open source projects, and why?10 - strongly agree, 1 - strongly disagree.",,"Do you find the CNCF DevStats tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF Cloud Native Landscape tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"What diversity efforts could CNCF help out with for your project (e.g., maintainers, mentorships, scholarships)?","What marketing efforts could CNCF help out with (e.g., project booths, webinars)?",What services do you wish the CNCF provided that it doesn't currently?*,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do you feel that CNCF reached out to collaborate and gather info about your project needs?,,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF ServiceDesk)?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF staff responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF TOC responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.","Are your documentation needs being met (e.g., website, tech writing)?10 - strongly agree, 1 - strongly disagree.",,"Are your CI needs being met (e.g., Travis CI, Circle CI, GitHub Actions etc)?10 - strongly agree, 1 - strongly disagree.",,"Are your security needs being met (e.g., security audits)?10 - strongly agree, 1 - strongly disagree.",,"Are your non-CI tooling needs being met (e.g., bots or automation)?10 - strongly agree, 1 - strongly disagree.",,"Are your marketing needs being met (e.g., events, velocity reports)?10 - strongly agree, 1 - strongly disagree.",,"Are you satisfied with the overall support your project receives from CNCF (e.g., marketing, budget, scholarships, events etc)10 - strongly agree, 1 - strongly disagree.","Would you recommend CNCF to other open source projects, and why?10 - strongly agree, 1 - strongly disagree.",,"Do you find the CNCF DevStats tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF Cloud Native Landscape tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF End User Tech Radar tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"What diversity efforts could CNCF help out with for your project (e.g., maintainers, scholarships)?","What marketing efforts could CNCF help out with (e.g., project booths, webinars)?",What services do you wish the CNCF provided that it doesn't currently?*,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?"
,,Nocalhost,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,mentorships and community,webinars and meeting,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crossplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,10,,6,N/A,,9,,10,,9,One open question for us is if Upbound can use EasyCLA for project we want to open source that we'll retain vendor ownership of. One of our developers had sent a question into LFX to get clarity on that but I don't think we'd gotten a response yet.,8,"As a Sandbox project, the marketing policy excludes Crossplane from some marketing support, so if we move to Incubation then we can get more support here.",9,9,"Yes I think being a CNCF project has a lot of benefits and that list of benefits continues to grow with all the efforts the foundation is putting in. It would be nice to see more marketing support for Sandbox projects (but I understand the policy is in place), and for graduation efforts to have less bottlenecks with the SIGs and TOC.",10,Yes devstats has been really useful for getting deep quality metrics around our projects.,8,I think it's more beneficial to the industry as a whole (education) than it is to our particular project scope.,8,"I also think this is super useful for the industry as a whole to educate people about good choices in different sectors, more so than it is for our projects specifically so far.","Maintainers would be quite useful to grow the project with more diversity in people that can push/review code contributions. I wonder if there's more that can be done for LFX Mentorship reach as well too, I'm not sure of the numbers but it felt like the applicants was very high in India with much less representation from other regions.","Webinars, live streams, newsletter mentions, etc. could definitely help spreading the word of the Crossplane project, but we may need to move to Incubation before more of that is possible.","I think the list of services is actually quite comprehensive, great work on continuing to expand those over the years!","Streamlining the graduation processes and scaling the TOC/SIGs limited time would be helpful for a lot of projects I think. A big issue is that many things block on TOC members and SIG leadership and they have day jobs, so they have limited time to donate to their positions, and the ecosystem has more demands than they can meet quickly. We really appreciate all the support from Ihor, Amye, and Chris! They have been wonderful assets for both Crossplane and Rook, thank you for all your great work!"
,,k3s,"Yes, and my needs were generally met",,10,,10,,7,N/A,,7,"There is apparently a migration to a new data center via Equinix, but I think the communication only happened when we had reached out to get more folks access. I just wish there was more advance communication (although to be fair, it may have been sent out to some folks that had left the company). Other than that, it's been lovely thank you!",N/A,,N/A,,N/A,,10,10,"It's a very welcoming community, who always take the time to answer any and all questions we have.",10,I use it regularly and find it very helpful!,8,,I think *we* need to step up on this more than the CNCF at this stage,"Webinars would be lovely, and we (internally) have a new community evangelist working with us on this, so we'd love to start doing more of these.",Nothing that I can think of!,,,,,,,,,,,,Flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,8,,7,7,,8,,N/A,,8,,8,,7,7,,7,,7,,8,,Maintainers,N/A,N/A,
,,Backstage,No,,6,,7,,8,5,,6,,9,,4,,6,,7,7,,6,,6,,-,-,Bots and automation for CI/ownership/reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SchemaHero,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,N/A,,4,"I know the Sandbox doesn't get as much marketing support, so hard to answer this. Would be great to get more :)",10,10,Visibility and early adopters. We've seen a nice uptick in users and visitors since joining and that's so critical in an early project.,5,"As an early project, we haven't started looking at this much. It's useful, but we don't visit it often.",5,"Useful, but overwhelming",10,This is an awesome resource. Seeing the adoption levels of specific projects is useful when we think about what to integrate with.,community -- we are striving to build a more diverse community,speaking slots :) webinars would be good too,n/a,
,,Trickster,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,"We are a very diverse group (100% LGBTQ+) of maintainers. However, we are looking for additional contributors and possibly maintainers to help keep the project fresh.","Between covid and being heads down into working on the project, we've not had a need fro any marketing, but that should change over the next year and we'll be in touch when we're ready. Thanks!",n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curiefense,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,10,N/A,"I look forward to incubation, our docs are good, just not great",10,,N/A,,9,,8,,9,10,"It's like boot camp for your open source project. Plus, the community you have access to is amazing.",10,"I check ours* 5 days a week to make sure we are showing activity. It's also cool to compare to other projects from time to time. I wish the Favicon wasn't smooshed, that is my only complaint. * https://curiefense.devstats.cncf.io/d/8/dashboards?orgId=1&from=now-7d&to=now-1h&refresh=15m",7,"It's cool to share when you get added but after that, I don't find myself going back to check other projects.",5,I wasn't aware of it TBH. I'm going to look more into it later and the next time I will give it a more accurate score.,"maintainers, and guests for: https://podcast.curiefense.io/ 🙏",A RT on Twitter from time to time would be awesome 😂 I see you ❤️ing some...,"As a Sandbox project, we are appreciative with what we have available to us.",Not at this time. The Curiefense team is very grateful for the opportunity that has been given to us and we look forward to growing our project/community with the CNCF.
,,"TUF, in-toto",No,,8,,9,,9,5,,10,,10,,9,,8,,7,7,,5,,7,,scholarships,"press releases, website",project managers for cncf projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pravega,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,N/A,,10,,N/A,,N/A,,10,,10,10,The independence that CNCF gives to projects is nice.,10,,10,,10,,collaboration on integrations between CNCF projects,theming of CNCF Community Groups page,an open source meeting tool -- Zoom invites ridicule from OSS fanatics,Thanks for all your help thus far! We are looking forward to maturing as a CNCF project!
,,Vitess,"Yes, and my needs were generally met",,10,,10,,5,8,,8,GH Actions is not ideal for us.,8,,1,We are doing the bots and automation ourselves. I wasn't aware that CNCF could do this for us.,8,,9,5,"There is a perception that CNCF is a ""corporate"" foundation and many open source projects don't want that.",9,,1,,"We don't have diversity in maintainers, so help would be appreciated.","CNCF, and especially Kubecon+CloudNativeCon is still very much identified with Kubernetes. Other projects just don't seem to get the same kind of visibility at the conference.",N/A,,,,,,,,,,,Thanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,6,N/A,,10,,N/A,,8,,8,,9,9,,9,,4,,7,,N/A,"Articles, tweets, talks at conferences.",N/A,
,,k8gb,"Yes, and my needs were generally met",,8,,10,,8,N/A,,10,,10,,8,,7,,8,10,reputation and visibility,10,lot of data insights gathered,8,,we can think of participation in LFX mentorship program next year,We are going to try a project booth in Amsterdam if it will be available.  The CNCF Webinar were we can present the k8gb project would be amazing as well.,"zoom for office hours, bevy was a disaster",Project office hours failed for us last time because of the inability to test bevy upfront. So the main presenter could not share the slides and everything went south. There were some upfront tests but they didn't cover screen sharing. Zoom would be so much easier. It,,TiKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,9,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,maintainers,"Webinars, Blog",NA,
,,Operator Framework,"Yes, and my needs were generally met",,8,We found out about help with booths at kubecon this year. And I'm sure there is so much more available.,10,,8,N/A,,7,We are interesting in prow like github actions for our project,N/A,,8,We are interesting in prow like github actions for our project,10,,10,10,The support and status the projects get is amazing. People seek out cncf projects which makes them grow,5,Was not aware of this,8,,N/A,Help with getting project swag for events. Not sure how to go about that with no budget,N/A,,,,,,,,,,,,,,,KubeVirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,7,7,I still need to explore what support CNCF is offering on this side,7,We could use them more than we do,N/A,,N/A,We have our own prow instance,8,,8,8,"Friendly, supportive, up to date, well organized",9,It provides some indicators of how we are developing our community,5,It used to be much more usefulk with fewer projects. With the large number of projects today it's quite corwded ..,5,I never looked ino it,It's generally a challenge to find good candidates - thus support in getting skilled and diverse candidates from minorities would be welcome,N/A,N/A,"Thanks, you are doing your job great. But my take is that the community is suffering under covid - just like each individual. Involving people is harder.."
,,Submariner,"Yes, and my needs were generally met",,10,,10,,8,N/A,,10,,N/A,,N/A,,N/A,,8,10,"For projects in the cloud space, CNCF brings value, even for young projects (GitHub resources etc.), without much admin overhead.",6,"It’s superficially interesting, but we haven’t taken the time to dig much into it so I don’t find it particularly valuable yet.",2,"We don’t find it useful, but we don’t need to explore the landscape much. Beyond specific needs in a known area, the CNCF landscape is too dense now to be easily explored.",None we would have capacity for currently.,"We don’t have any marketing efforts, so there’s nothing for CNCF to help out with!","More actual hosting (like LF Networking does, with Gerrit etc.).",,,,KubeEdge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,9,,8,10,,10,,10,,10,,10,,9,9,,9,,9,,9,,scholarships,"webinars, article",More attentions and advice about the process of incubation or graduation.,
,,Devfile,"Yes, and my needs were generally met",,9,,8,,8,9,,9,,9,,9,,8,,9,10,Process is well defined,8,,7,,Mentorships,Project booths,Nothing I can think of,,,,,Brigade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,N/A,,10,N/A,,N/A,,N/A,,N/A,,N/A,,10,10,,10,,7,,10,,"We could always use more maintainers, so that would be a good place to focus DnI efforts",N/A,"We're largely self-sufficient and, to date, don't take significant advantage of the services that are offered. tbh, I'm not sure that we can think of anything else we'd want from CNCF at this time.",
,,Dex,"Yes, and my needs were generally met",,4,,10,,8,4,,9,,5,,6,,10,,9,10,,9,,9,,More maintainers,Advertising in blogs,Google Identity Provider for CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,8,N/A,,10,,10,,N/A,,10,,9,7,"It's a mixed bag from my perspective depending on the project size, e.g., if the project is small it can be overwhelming. But yeah, it can definitely make sense for especially cloud native projects to join the CNCF.",10,"It has all the infos you want, though I'm only looking at it a few times a year to check how the project is going besides the social media reports we get.",5,"It is great to see the vast amount of tools and projects available, but on the other hand it can be, even when using the filters, kinda ""cluttered"" as there are so many tools / projects in it...",5,Haven't really used it.,Goolge Summer of Code and other mentorship projects are helping the project.,I think the current marketing efforts are good.,N/A,
,,"Tetragon, Cilium","Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,-,10,-,10,-,I think more mentorships/scholarships is a good way to include more diversity among the people.,"Training, webinars one good ways to get started.",-,-,,,,,,,,,,,,,,,,,,,,,,,,,Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,8,10,,8,,N/A,,N/A,,N/A,,10,10,,7,,7,,7,,maintainers,N/A for the moment,N/A,
,,Backstage,"Yes, and my needs were generally met",,10,,10,,10,10,,7,,10,,8,,10,,10,10,,8,,6,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,6,,10,,10,10,,10,,N/A,,N/A,,N/A,,9,8,"CNCF helps with non-development related resources (domain, website, etc).",1,Haven't used it at all TBH.,1,Not particularly useful for Dex itself.,1,Not particularly useful for Dex itself (yet).,-,We need to raise awareness of the use cases that Dex supports. Webinars could help.,Publicly available sandbox environments could help users try Dex without them having to install it in their own environment.,
