,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SchemaHero,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,N/A,,4,"I know the Sandbox doesn't get as much marketing support, so hard to answer this. Would be great to get more :)",10,10,Visibility and early adopters. We've seen a nice uptick in users and visitors since joining and that's so critical in an early project.,5,"As an early project, we haven't started looking at this much. It's useful, but we don't visit it often.",5,"Useful, but overwhelming",10,This is an awesome resource. Seeing the adoption levels of specific projects is useful when we think about what to integrate with.,community -- we are striving to build a more diverse community,speaking slots :) webinars would be good too,n/a,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curiefense,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,10,N/A,"I look forward to incubation, our docs are good, just not great",10,,N/A,,9,,8,,9,10,"It's like boot camp for your open source project. Plus, the community you have access to is amazing.",10,"I check ours* 5 days a week to make sure we are showing activity. It's also cool to compare to other projects from time to time. I wish the Favicon wasn't smooshed, that is my only complaint. * https://curiefense.devstats.cncf.io/d/8/dashboards?orgId=1&from=now-7d&to=now-1h&refresh=15m",7,"It's cool to share when you get added but after that, I don't find myself going back to check other projects.",5,I wasn't aware of it TBH. I'm going to look more into it later and the next time I will give it a more accurate score.,"maintainers, and guests for: https://podcast.curiefense.io/ 🙏",A RT on Twitter from time to time would be awesome 😂 I see you ❤️ing some...,"As a Sandbox project, we are appreciative with what we have available to us.",Not at this time. The Curiefense team is very grateful for the opportunity that has been given to us and we look forward to growing our project/community with the CNCF.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pravega,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,N/A,,10,,N/A,,N/A,,10,,10,10,The independence that CNCF gives to projects is nice.,10,,10,,10,,collaboration on integrations between CNCF projects,theming of CNCF Community Groups page,an open source meeting tool -- Zoom invites ridicule from OSS fanatics,Thanks for all your help thus far! We are looking forward to maturing as a CNCF project!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cortex,,,,,,,,,,,,,,Thanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,6,N/A,,10,,N/A,,8,,8,,9,9,,9,,4,,7,,N/A,"Articles, tweets, talks at conferences.",N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TiKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,9,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,maintainers,"Webinars, Blog",NA,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KubeVirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,7,7,I still need to explore what support CNCF is offering on this side,7,We could use them more than we do,N/A,,N/A,We have our own prow instance,8,,8,8,"Friendly, supportive, up to date, well organized",9,It provides some indicators of how we are developing our community,5,It used to be much more usefulk with fewer projects. With the large number of projects today it's quite corwded ..,5,I never looked ino it,It's generally a challenge to find good candidates - thus support in getting skilled and diverse candidates from minorities would be welcome,N/A,N/A,"Thanks, you are doing your job great. But my take is that the community is suffering under covid - just like each individual. Involving people is harder.."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KubeEdge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,9,,8,10,,10,,10,,10,,10,,9,9,,9,,9,,9,,scholarships,"webinars, article",More attentions and advice about the process of incubation or graduation.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brigade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,N/A,,10,N/A,,N/A,,N/A,,N/A,,N/A,,10,10,,10,,7,,10,,"We could always use more maintainers, so that would be a good place to focus DnI efforts",N/A,"We're largely self-sufficient and, to date, don't take significant advantage of the services that are offered. tbh, I'm not sure that we can think of anything else we'd want from CNCF at this time.",
,,,,,,,,,,,,,,,,,,,,,,,,,,rook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,8,N/A,,10,,10,,N/A,,10,,9,7,"It's a mixed bag from my perspective depending on the project size, e.g., if the project is small it can be overwhelming. But yeah, it can definitely make sense for especially cloud native projects to join the CNCF.",10,"It has all the infos you want, though I'm only looking at it a few times a year to check how the project is going besides the social media reports we get.",5,"It is great to see the vast amount of tools and projects available, but on the other hand it can be, even when using the filters, kinda ""cluttered"" as there are so many tools / projects in it...",5,Haven't really used it.,Goolge Summer of Code and other mentorship projects are helping the project.,I think the current marketing efforts are good.,N/A,
,,,,,,,,,,,,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,8,10,,8,,N/A,,N/A,,N/A,,10,10,,7,,7,,7,,maintainers,N/A for the moment,N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,6,,10,,10,10,,10,,N/A,,N/A,,N/A,,9,8,"CNCF helps with non-development related resources (domain, website, etc).",1,Haven't used it at all TBH.,1,Not particularly useful for Dex itself.,1,Not particularly useful for Dex itself (yet).,-,We need to raise awareness of the use cases that Dex supports. Webinars could help.,Publicly available sandbox environments could help users try Dex without them having to install it in their own environment.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,N/A,,10,,N/A,,N/A,,10,10,,10,,8,"It is a good overview, but becoming a bit big",8,Did not know about it yet,No experience with it,Webinars and blog posts,N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but my needs were not generally met",,8,,9,,7,6,,4,,5,,6,,7,,6,9,,8,,9,,7,,maintainers,"project booths, webinars)",across team collaborations,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but my needs were not generally met",,7,,7,,6,6,,6,,6,,6,,6,,5,10,,6,,10,,6,,"documents, web sites","project booths, webinars","Technical Documentation, Marketing announcements for projects",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,More promotion,Technical promotion conference,Media promotion,More promotion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,8,9,,9,,9,,9,,8,,8,8,,8,,10,,8,,maintainers,webinars,No suggestions for the time being,No suggestions for the time being
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,9,,6,6,,8,,5,,5,,7,,7,9,,6,,8,,4,,adoption,project booths,project health detection,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,9,7,,9,,8,,9,,7,,8,10,,7,,10,,8,,marketing,webinars,do without,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KubeEdge,,,,,,,,,,,,,,,,,Volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,9,8,We need more help on the documentation work,9,We are lack of arm architecture CI evironment,N/A,not yet get the security report,10,,9,,9,9,,9,,10,It would be more helpful if it takes less time to load the page.,9,,Our projects are looking for more new maintainer candidates from all over the world,We are looking for more eruope friendly promotion chances. E.g. more eruope time webinars and blog posts.,NA,"It seems inaccurate categorizing KubeEdge into networking topics in KubeCon CFPs, is there any way to change? ref: https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/program/cfp/#how-to-submit"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,N/A,,10,,10,,10,,10,,10,10,,10,,10,,10,,The BFE open source project is short of specialized QA contributors. We look forward to getting some advice on how to better ensure quality of open source project（e.g. How does Envoy do it？）,NA,NA,
,,,,,,,,,,,,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,"GCoS, maintainers","blogs, project booths, webinars",N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kyverno,,,,,,,,,,,,"Yes, and my needs were generally met",,5,,10,,10,8,,8,,N/A,We are not sure what is available and what the processes are.,N/A,We are not sure what is available and what the processes are.,N/A,not applicable for sandbox projects,10,10,"CNCF has created an awesome community, and provides a lot of great support. We love being part of it.",5,Its interesting but we are not sure how to use it and how our project compares with others.,8,"Its great to have the categories, but there is not much information on the project in the popups. Would be nice to see the core use cases, and a few more details, so users can quickly browse the projects.",9,"This is a great concept, and I feel its very valuable for end users who are evaluating tools. However, we do not have one that covers policy and compliance, yet.",Matching project with interested maintainers would be great!,This is currently not offered to sandbox projects. Would be great if it were!,"Coaching on community building, evangalizing, etc.","Would be great to have a quarterly ""new project orientation"" session as we do not know of all the tools and services available, but are finding out as we proceed."
,,,,,,,,,,,,,,,,,gRPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,8,10,,7,,5,,9,,9,,8,9,Lots of popular and widely used projects are under the CNCF umbrella and there are many conferences being held by CNCF for the projects.,9,,3,Too much info and I don't really use it.,7,,Providing incentives for becoming an active maintainer would be great.,gRPC has a yearly conference held by CNCF. Continuation of that on a yearly basis would be great.,N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athenz,,,,,,,,Other (please specify),Not sure what does this cover. For Athenz we are still waiting for onboarding to complete.,8,Have idea of some of the offerings,10,,10,8,Would like to get the documentation and site reviewed for any potential enhancements,10,For now Athenz is using Screwdriver ( which is another Verizon Media open source project and part of cd foundation),5,Not sure how that works. Can project request for security audit?,10,,7,Still very new to the CNCF world and not sure what to expect.,8,10,CNCF is the de-facto brand for cloud native projects and can be a great influence towards the success of any open source project.,5,"Barring some from Yahoo Japan, We don’t have any contributors outside of Verizon Media for now. So not looking at devstats on regular basis.",10,,10,,We are hoping to utilize CNCF marketing to get more contributors to Athenz and build a strong community,"Project booths, webinars would be great. We couldn’t participate in kubecon EU because of time zone restrictions but definitely planning to be part of next Kubecon NA",I think CNCF provides sufficient services.,
,,,,,,,,,,,,,,,,,,,,,,,,,,rook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,9,,8,N/A,CNCF is not assisting Rook with documentation,10,,10,,9,,9,,9,10,CNCF helps bring visibility for the project to the community and cred for running the projects in production,7,,8,,7,,GSoC is a good effort already!,"Kubecon, keynotes, and project booths are helpful, and can't wait to have conferences back in person! Virtual conferences are not as effective.",NA,All good from Rook's perspective!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,8,,3,9,,8,,8,,N/A,,5,,7,7,The CNCF is a now recognized organization for Open Source standards and collaboration and would be a great place for new projects to gain experience in the rough seas of OSS.,6,,2,,1,,Maintainers,"Additional efforts to assist with project community reach. Not all projects have the experience required to know what is a good use of time to gain end-users, maintainers, and the visibility needed to grow the project. Just saying you can offer webinars isn't quite enough.",see above,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal3-io,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,10,,10,9,,10,,N/A,,9,,8,,10,9,Definitely yes!,6,,6,,7,,I think we are quite happy for now! Thank you!,NA,I think we are quite happy with the current list right now.,Just want to say thank you very much for what you do for projects!
,,,,,,,,,,,,Kubernetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRI-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,9,7,,10,,10,,10,,10,,10,10,,10,,10,,10,,scholarships,"booths, webinars, social media",Can't think of anything.,Thanks for all your help!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingraind,,,,"Yes, but my needs were not generally met",,8,,5,,10,N/A,,N/A,,N/A,,5,,N/A,,6,10,"It’s a great community if the project is the right fit, and there are many potential benefits. ingraind is very new — we haven’t had a chance or time to discover most of these yet.",10,,10,,10,,"Scholarships would be amazing, but I haven’t looked into the specific structure of that programme.",Webinars would be helpful further down the line.,"I’ve tried to get 1:1 consultation to resolve outstanding issues in a more efficient way, but couldn’t get reach of a representative.","I feel like the GH onboarding process isn’t managed quite as well as it could be. I found that responses are slow, and generally haven’t received answers or updates proactively to my questions."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trickster,"Yes, and my needs were generally met",,9,,10,,10,N/A,"as we are so new to CNCF, this one is not yet applicable",10,,10,,10,,10,,10,10,bettor opportunities to collaborate with other projects in the same ecosystem without corporate influences.,10,,10,,8,,We would love to bring on an additional maintainer whose background in the project is not from working at Comcast,"none at this time, but we'll be in touch once we get settled in",none,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Longhorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,8,9,,10,,8,,N/A,,5,,9,10,CNCF provides strong support to the projects in the early stage.,10,We can see the trend of open source community clearly from the devstat tool.,8,"I think it's valuable as an overview of what's there at the moment, but since there are so many players in the field now, it would be hard to use the landscape as some kind of guide. Or see the change of the landscape.",7,It gave project maintainers a sense of what's out there in the market. But it doesn't cover all the CNCF projects.,"We do want to get more developers involved in the Longhorn project, but we know there is no easy way of doing that, other than keep working and it and grow the user base.",KubeCon booth and office hours are helpful. More exposure in marketing will in general helpful.,None.,"As a project maintainer, I do want to have more insights into how many users out there using the project."
