,,Which CNCF project(s) are you maintaining?,Do you feel that CNCF reached out to collaborate and gather info about your project needs?,,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF ServiceDesk)?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF staff responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF TOC responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.","Are your documentation needs being met (e.g., website, tech writing)?10 - strongly agree, 1 - strongly disagree.",,"Are your CI needs being met (e.g., GitHub Actions etc)?10 - strongly agree, 1 - strongly disagree.",,"Are your security needs being met (e.g., security audits)?10 - strongly agree, 1 - strongly disagree.",,"Are your non-CI tooling needs being met (e.g., bots or automation)?10 - strongly agree, 1 - strongly disagree.",,"Are your marketing needs being met (e.g., events, velocity reports)?10 - strongly agree, 1 - strongly disagree.",,"Are you satisfied with the overall support your project receives from CNCF (e.g., marketing, budget, scholarships, events etc)10 - strongly agree, 1 - strongly disagree.","Would you recommend CNCF to other open source projects, and why?10 - strongly agree, 1 - strongly disagree.",,"Do you find the CNCF DevStats tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF Cloud Native Landscape tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"What diversity efforts could CNCF help out with for your project (e.g., maintainers, mentorships, scholarships)?","What marketing efforts could CNCF help out with (e.g., project booths, webinars)?",What services do you wish the CNCF provided that it doesn't currently?*,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do you feel that CNCF reached out to collaborate and gather info about your project needs?,,"Do you have a good understanding of the resources and programs available to you (i.e., CNCF ServiceDesk)?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF staff responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.",,"Did you feel that the CNCF TOC responded quickly to your requests?10 - strongly agree, 1 - strongly disagree.","Are your documentation needs being met (e.g., website, tech writing)?10 - strongly agree, 1 - strongly disagree.",,"Are your CI needs being met (e.g., Travis CI, Circle CI, GitHub Actions etc)?10 - strongly agree, 1 - strongly disagree.",,"Are your security needs being met (e.g., security audits)?10 - strongly agree, 1 - strongly disagree.",,"Are your non-CI tooling needs being met (e.g., bots or automation)?10 - strongly agree, 1 - strongly disagree.",,"Are your marketing needs being met (e.g., events, velocity reports)?10 - strongly agree, 1 - strongly disagree.",,"Are you satisfied with the overall support your project receives from CNCF (e.g., marketing, budget, scholarships, events etc)10 - strongly agree, 1 - strongly disagree.","Would you recommend CNCF to other open source projects, and why?10 - strongly agree, 1 - strongly disagree.",,"Do you find the CNCF DevStats tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF Cloud Native Landscape tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"Do you find the CNCF End User Tech Radar tool valuable for the needs of your project?10 - highly valuable, 1 - not valuable at all.",,"What diversity efforts could CNCF help out with for your project (e.g., maintainers, scholarships)?","What marketing efforts could CNCF help out with (e.g., project booths, webinars)?",What services do you wish the CNCF provided that it doesn't currently?*,"Any other feedback that you wish to share, from what CNCF can do more or what we should do less?"
,,OpenFunction,"Yes, and my needs were generally met",,6,,8,,7,7,,7,,6,,6,,6,,7,8,,9,,9,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crossplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,9,,10,,6,N/A,,9,,10,,9,One open question for us is if Upbound can use EasyCLA for project we want to open source that we'll retain vendor ownership of. One of our developers had sent a question into LFX to get clarity on that but I don't think we'd gotten a response yet.,8,"As a Sandbox project, the marketing policy excludes Crossplane from some marketing support, so if we move to Incubation then we can get more support here.",9,9,"Yes I think being a CNCF project has a lot of benefits and that list of benefits continues to grow with all the efforts the foundation is putting in. It would be nice to see more marketing support for Sandbox projects (but I understand the policy is in place), and for graduation efforts to have less bottlenecks with the SIGs and TOC.",10,Yes devstats has been really useful for getting deep quality metrics around our projects.,8,I think it's more beneficial to the industry as a whole (education) than it is to our particular project scope.,8,"I also think this is super useful for the industry as a whole to educate people about good choices in different sectors, more so than it is for our projects specifically so far.","Maintainers would be quite useful to grow the project with more diversity in people that can push/review code contributions. I wonder if there's more that can be done for LFX Mentorship reach as well too, I'm not sure of the numbers but it felt like the applicants was very high in India with much less representation from other regions.","Webinars, live streams, newsletter mentions, etc. could definitely help spreading the word of the Crossplane project, but we may need to move to Incubation before more of that is possible.","I think the list of services is actually quite comprehensive, great work on continuing to expand those over the years!","Streamlining the graduation processes and scaling the TOC/SIGs limited time would be helpful for a lot of projects I think. A big issue is that many things block on TOC members and SIG leadership and they have day jobs, so they have limited time to donate to their positions, and the ecosystem has more demands than they can meet quickly. We really appreciate all the support from Ihor, Amye, and Chris! They have been wonderful assets for both Crossplane and Rook, thank you for all your great work!"
,,OpenFunction,"Yes, and my needs were generally met",,8,,9,,8,8,,8,,8,,8,,8,,10,10,CNCF provides a well organized platform for projects to envolve,10,,10,,NA,NA,NA,NA,,,,,,,,,,,Flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,8,,7,7,,8,,N/A,,8,,8,,7,7,,7,,7,,8,,Maintainers,N/A,N/A,
,,Dapr,"Yes, and my needs were generally met",,8,"The service desk is great. The one improvement it that you can read the page here https://www.cncf.io/services-for-projects/ however actually taking advantage of all these services is still unclear. For example understanding that it is beneficial to write cases studies, or can we have a DaprCon event at KubeCon. So in effect, like software, what are the recommend practices that project do?",10,Yes in general this is the case,8,7,This is an example of would like to understand more of how the CNCF services can be used? Can the documentation team work with the maintainers to improve out diagrid.io website for example?,9,Yes.,N/A,We had these done before joining CNCF and will need to schedule a new one in the next 6 months,N/A,,10,This is a place that I need to find out more on what is available from CNCF.,7,9,Provide a good framework for running projects and visibility in the industry. Are trusted. The one downside is that is it overly dominated by Kubernetes and the ecosystem and that boxes CNCF it to infra people/org. Making CNCF more relevant to developers would be a good direction and saying that explicitly to attract more developer tools.,5,"This is mixed. There is a lot of power here, but it takes far too long to figure out the queries if there is one that does not fit you need. And the graphs get pretty confusing and you really need a training session on how to use this, which I have not found. For example there is no graph to track the number of contributors to the project over time which is clearly a top query. Also the data on companies seems very inaccurate, at least the companies that we see contributing to the Dapr project and those on the DevStats are very different. It would be good to make this more accurate and understand where the data is actually pulled from.",8,It's ok.,No answer here,"Hard to answer without understanding what is possible first. If this is a project booth for the OSS project, then yes. However mostly this is outreach to help grow the community and as I said above, not sure what is available.",I need to do more research here,It would be good to have a check in with each Incubating project every 6 months with the maintainers and use this as a forcing function for a two way update. Maintainers can understand more on what is happening in CNCF relevant to them and in turn the maintainers can provide an update to the CNCF that can be shared out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SchemaHero,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,10,,10,,10,,N/A,,4,"I know the Sandbox doesn't get as much marketing support, so hard to answer this. Would be great to get more :)",10,10,Visibility and early adopters. We've seen a nice uptick in users and visitors since joining and that's so critical in an early project.,5,"As an early project, we haven't started looking at this much. It's useful, but we don't visit it often.",5,"Useful, but overwhelming",10,This is an awesome resource. Seeing the adoption levels of specific projects is useful when we think about what to integrate with.,community -- we are striving to build a more diverse community,speaking slots :) webinars would be good too,n/a,
,,OpenEBS,"Yes, and my needs were generally met",,10,,10,,9,10,,10,,8,,10,,10,,9,10,,6,,8,,none at this time,none at this time,we’re fine for now,keep up the good work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curiefense,,,,,,,,,"Yes, and my needs were generally met",,10,,9,,10,N/A,"I look forward to incubation, our docs are good, just not great",10,,N/A,,9,,8,,9,10,"It's like boot camp for your open source project. Plus, the community you have access to is amazing.",10,"I check ours* 5 days a week to make sure we are showing activity. It's also cool to compare to other projects from time to time. I wish the Favicon wasn't smooshed, that is my only complaint. * https://curiefense.devstats.cncf.io/d/8/dashboards?orgId=1&from=now-7d&to=now-1h&refresh=15m",7,"It's cool to share when you get added but after that, I don't find myself going back to check other projects.",5,I wasn't aware of it TBH. I'm going to look more into it later and the next time I will give it a more accurate score.,"maintainers, and guests for: https://podcast.curiefense.io/ 🙏",A RT on Twitter from time to time would be awesome 😂 I see you ❤️ing some...,"As a Sandbox project, we are appreciative with what we have available to us.",Not at this time. The Curiefense team is very grateful for the opportunity that has been given to us and we look forward to growing our project/community with the CNCF.
,,Brigade,"Yes, and my needs were generally met",,8,,10,,10,N/A,We handle this ourselves,N/A,We handle this ourselves,N/A,We haven't had one,N/A,,N/A,,8,10,Caveat: I would recommend this only for open source projects that are so critically important to the cloud-native ecosystem that the community cannot afford the possibility of them being unilaterally controlled by a single maintainer or corporation -- especially a single cloud vendor.,8,,7,,We haven't needed help with this,We've had adequate opportunities for all of these things.,"I don't think more services are needed overall, but (though I know it may not be realistic) I wish more of the existing services were available to sandbox projects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pravega,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,10,N/A,,10,,N/A,,N/A,,10,,10,10,The independence that CNCF gives to projects is nice.,10,,10,,10,,collaboration on integrations between CNCF projects,theming of CNCF Community Groups page,an open source meeting tool -- Zoom invites ridicule from OSS fanatics,Thanks for all your help thus far! We are looking forward to maturing as a CNCF project!
,,Trickster,"Yes, and my needs were generally met",,10,,9,,10,10,,10,,10,,10,,10,,9,9,,6,We generally have a good feel of our project activity and know how to pull insights from github. So we do not use devstats directly but understand it's value to the CNCF at-large.,9,,"Trickster's maintainers are 100% LGBTQ, so we're good to go on this one.","As we ramp up development after some medical time off, we would love some additional social media marketing (retweets, etc.)",Your current offerings are exhaustive :),,,,,,,,,,,Thanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,6,N/A,,10,,N/A,,8,,8,,9,9,,9,,4,,7,,N/A,"Articles, tweets, talks at conferences.",N/A,
,,"TUF, in-toto",Other (please specify),In some cases yes. Communication is hit or miss.,4,,3,,2,4,,9,,10,"Yes, but we do this ourselves. It's not that the CNCF is really providing it.",9,,N/A,,7,6,,5,,5,,Any,"swag, booths, etc.",better response time on projects moving to different levels of the CNCF,,,TiKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,10,,9,10,,10,,10,,10,,10,,10,10,,10,,10,,10,,maintainers,"Webinars, Blog",NA,
,,Confidential Containers,Other (please specify),We are a new project so I'm not sure yet.,8,For some services it is well documented what is available at different levels but for others it is not.,8,,5,5,We definitely have work to do here.,3,We have yet to understand what CI resources are available.,6,,3,The one tool we have tried to use was FOSSA/Snyk neither of which are suitable for our project.,6,,6,8,Mainly because of the network and notability rather than the services.,5,Somewhat interesting to look at but not as powerful as it could be (and it takes a long time to load).,5,"A fine way to see the projects that the CNCF hosts, but not much different from just listing all the project.",We need a plan for diversifying our contributors and TSC.,We would be interested in anything that gets the word out. It seems like most marketing efforts are aimed at larger projects.,More services for smaller projects.,,,,,,,,,,,,,,,KubeVirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,7,7,I still need to explore what support CNCF is offering on this side,7,We could use them more than we do,N/A,,N/A,We have our own prow instance,8,,8,8,"Friendly, supportive, up to date, well organized",9,It provides some indicators of how we are developing our community,5,It used to be much more usefulk with fewer projects. With the large number of projects today it's quite corwded ..,5,I never looked ino it,It's generally a challenge to find good candidates - thus support in getting skilled and diverse candidates from minorities would be welcome,N/A,N/A,"Thanks, you are doing your job great. But my take is that the community is suffering under covid - just like each individual. Involving people is harder.."
,,Crossplane,No,,4,,4,,4,3,,3,,3,,3,,3,,3,5,I feel that we get little to no value from being part of the CNCF apart from neutrality and brand association.,6,,3,,-,-,-,,,,KubeEdge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,9,,8,10,,10,,10,,10,,10,,9,9,,9,,9,,9,,scholarships,"webinars, article",More attentions and advice about the process of incubation or graduation.,
,,KEDA,"Yes, and my needs were generally met",,10,,10,,10,6,,9,,10,,9,,8,,10,10,,9,,8,,nothing specific atm,nothing specific atm,none,,,,,Brigade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,10,,N/A,,10,N/A,,N/A,,N/A,,N/A,,N/A,,10,10,,10,,7,,10,,"We could always use more maintainers, so that would be a good place to focus DnI efforts",N/A,"We're largely self-sufficient and, to date, don't take significant advantage of the services that are offered. tbh, I'm not sure that we can think of anything else we'd want from CNCF at this time.",
,,Vscode Kubernetes Tools,"Yes, and my needs were generally met",,5,,N/A,,10,6,,8,,8,,6,,N/A,,5,5,I never had a direct interaction with you so not sure what to answer. I didn't see much difference from before CNCF. Ralph and Ivan who lead the project could give a better feedback.,1,I guess my project is still not part of it,1,"Never used it, I didn't know of its existense until now",N/A,Show the usage of the extension in tutorials/demo video would be great.,Still need to figure out which services CNCF provides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,8,,10,,8,N/A,,10,,10,,N/A,,10,,9,7,"It's a mixed bag from my perspective depending on the project size, e.g., if the project is small it can be overwhelming. But yeah, it can definitely make sense for especially cloud native projects to join the CNCF.",10,"It has all the infos you want, though I'm only looking at it a few times a year to check how the project is going besides the social media reports we get.",5,"It is great to see the vast amount of tools and projects available, but on the other hand it can be, even when using the filters, kinda ""cluttered"" as there are so many tools / projects in it...",5,Haven't really used it.,Goolge Summer of Code and other mentorship projects are helping the project.,I think the current marketing efforts are good.,N/A,
,,"Helm, Artifact Hub","Yes, and my needs were generally met",,9,,10,,5,9,,10,,10,,9,,8,,9,5,"I am very happy with the CNCF staff and the services provided by the CNCF from a project perspective. They have enabled things we could not otherwise do. If it relied on this alone, I would score this much more highly. But, the CNCF is more than the staff and services provided. There are 4 things that make me vote this lower and, much of the time, not recommend the CNCF. 1. There is a lack of professionalism among a number in the community. This portrays the community and the projects poorly. Being separate from the CNCF lets the projects have more control over the professionalism perception. 2. At KubeCon/CloudNativeCon the Helm project hasn't been represented well. For example, the project has consistently been given a room for their maintainer sessions that reaches capacity and turns people away. At some of the conferences there are few sessions relating to Helm even though we know many are submitted. From metrics we know Helm is widely used by end-users. I have the impression that those picking sessions and setting rooms don't reflect that. I have this impression even though I've been on the organizing end of conferences and know how difficult it is to do some of this. 3. There are many distractions in the CNCF that take away time from the projects themselves and are often not enablers. Sometimes there are good distractions (e.g., the TAG Security white paper). Other times (more often than not) they are not useful distractions such as dealing with unclear processes or community politics. 4. The processes and docs to aide projects going through the CNCF processes are rough and it's difficult to navigate. A lot of time is wasted on this. I'm looking at the TOC here.",8,,2,"The landscape used to be valuable. It made it easy to discover projects and services. Now, the landscape is cluttered because there are so many things in it. If you need to figure out which projects are out there and which work together, it's not your place. It doesn't have search and discoverability is poor. I think the landscape needs to be re-worked so it can be useful now... just like it was useful in the beginning. Things have changed and it's time for the landscape to adapt to the change.",None,"None at this time. We need to coordinate to figure out what we should do (e.g., some webinars)",None,,,,,,,,,,,,,,,,,,,,,,,,,,Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,7,,10,,8,10,,8,,N/A,,N/A,,N/A,,10,10,,7,,7,,7,,maintainers,N/A for the moment,N/A,
,,"Prometheus, Thanos","Yes, and my needs were generally met",,7,,7,,7,6,,10,,8,,7,,6,,8,6,,8,,7,,Don't think Prometheus and Thanos had problems finding diverse mentees,-,Contracts such that individual maintainers could work on projects full time.,,,,,,,,,,,,,,,,,,,,,,,,,,Dex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, and my needs were generally met",,6,,10,,10,10,,10,,N/A,,N/A,,N/A,,9,8,"CNCF helps with non-development related resources (domain, website, etc).",1,Haven't used it at all TBH.,1,Not particularly useful for Dex itself.,1,Not particularly useful for Dex itself (yet).,-,We need to raise awareness of the use cases that Dex supports. Webinars could help.,Publicly available sandbox environments could help users try Dex without them having to install it in their own environment.,
