Respondent ID,Collector ID,Start Date,End Date,What is your geographic location?,What is the size of your company/organization?,What is your job function? Please select all that apply.,,,,,,,,,,,,,,,,,,,,What industry does your company/organization belong to?,,Which of the following cloud or data center models does your company/organization use?,,Do you/your organization currently run a service mesh?,,Which service projects/products do you currently use or plan to use in the next 12 months? Select all that apply:,,,,,,,,,,,,,,,,,Which of the following features and capabilities are driving your adoption of service mesh? Select all that apply:,,,,,,How important is multi-cluster communication to you?,,Which of the following service-mesh features do you expect to use in the next 12 months? Select all that apply:,,,,,,What have been the biggest non-technical challenges to adopting a service mesh? Select all that apply:,,,,,,,What have been the biggest technical challenges in adopting a service mesh? Select all that apply:,,,,,,,,,,,,,How many production Kubernetes clusters do you expect to run a service mesh on during the next 12 months?,In what ways can CNCF provide the most value to your organization in helping to educate about and deliver service meshes?,,,,
13217408418,412183268,12/21/2021 06:50:13 PM,12/21/2021 06:53:51 PM,North America,10-49,,,Back-end Developer,Front-End / Applications Developer,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,None of the above,,,,,,None of the above,,,,,,,None of the above,,,,,,,,,,,,,2-10,,,,,
13217319499,412183268,12/21/2021 06:08:39 PM,12/21/2021 06:11:18 PM,North America,10-49,Software Architect,,Back-end Developer,Front-End / Applications Developer,Full-Stack Developer,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS",,,"Not important today, but will be in the future",,None of the above,,,,,,None of the above,,,,,,,,,Reliability and consistency,,,,,,,,,Monitoring and tracing,,2-10,"Reference architectures, blueprints, and guidance",,,,
13217180149,412183268,12/21/2021 05:07:33 PM,12/21/2021 05:10:18 PM,North America,10-49,Software Architect,,Back-end Developer,,Full-Stack Developer,,,SRE / DevOps Engineer,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS",,,Very important,,None of the above,,,,,,,,Architectural and technical complexity,,,,,,,,Scalability,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13217174582,412183268,12/21/2021 05:03:14 PM,12/21/2021 05:07:51 PM,North America,"1,000-4,999",Software Architect,,,,,,,,,,,,,,,,,,,,Retail,,Only Public Cloud,,"Yes, in production",,,,,,,,,Istio,,,,,,,,,,,,,,"Traffic management - for example, blue-green deploys",,Not important,,,,Header-based routing control,,Shadow traffic/dark traffic,,,"Lack of guidance, blueprints, or best practices",,,,,,,,Reliability and consistency,,,,,,,,Integration with tools and services,Monitoring and tracing,,11-25,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13217165610,412183268,12/21/2021 05:02:32 PM,12/21/2021 05:04:09 PM,North America,10-49,Software Architect,,,,Full-Stack Developer,,,,,,,,,,,,Developer Relations,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,,,Header-based routing control,,,,None of the above,,,,,,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,A whitepaper from TAG Network,
13217128441,412183268,12/21/2021 04:39:06 PM,12/21/2021 04:48:11 PM,North America,10-49,,,,,,,,,,,,Product/Project Management,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS",,Multi-cluster communication,Very important,,None of the above,,,,,,None of the above,,,,,,,None of the above,,,,,,,,,,,,,2-10,,Tools and projects that fill technology gaps and solve challenges,,,
13217058939,412183268,12/21/2021 04:16:58 PM,12/21/2021 04:20:05 PM,South and Central America,10-49,,,Back-end Developer,,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,Service Mesh Interface,,,,"Prometheus, Cortex",,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Very important,,,,Header-based routing control,,,,None of the above,,,,,,,None of the above,,,,,,,,,,,,,2-10,,Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,,
13217043467,412183268,12/21/2021 04:10:46 PM,12/21/2021 04:13:48 PM,North America,10-49,Software Architect,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,,,Header-based routing control,,,,None of the above,,,,,,,,,,,,Policy management,,,,,,,,2-10,,,A series of hosted talks or webinars,,
13217014518,412183268,12/21/2021 04:00:03 PM,12/21/2021 04:02:18 PM,Asia,Less than 10,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Professional Services,,Hybrid Cloud (i.e. both),,"Yes, in development",,,AWS App Mesh,,,,,,Istio,,Linkerd,,Open Service Mesh,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Very important,,,,,,Shadow traffic/dark traffic,,,,,Shortage of engineering expertise and experience,,Choosing between projects and products,,,Performance,Reliability and consistency,Scalability,,Policy management,Encryption,,,Load balancing,,,,1,"Reference architectures, blueprints, and guidance",,,A whitepaper from TAG Network,
13216996930,412183268,12/21/2021 03:50:59 PM,12/21/2021 03:54:55 PM,Europe,"More than 5,000",Software Architect,,,,,,,,,,,,,,,,,,,,Other (please specify),Travel,Hybrid Cloud (i.e. both),,"Yes, in production",,,AWS App Mesh,,,,,,Istio,,,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,,,Header-based routing control,"Data plane plugins - for example, WASM",,,,,Architectural and technical complexity,,,,,,Performance,,Scalability,,,,,,,,,,26 or more,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13215909579,412227414,12/21/2021 03:59:25 AM,12/21/2021 04:02:03 AM,South and Central America,100-499,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,Istio,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,,"Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,,,Header-based routing control,,,,,,,,,Choosing between projects and products,,,Performance,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13212251582,412183268,12/18/2021 11:34:02 PM,12/18/2021 11:39:23 PM,Europe,"More than 5,000",Software Architect,,Back-end Developer,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Financial Services,,Hybrid Cloud (i.e. both),,We are evaluating a service mesh,,,,,,,,,Istio,,,,,Service Mesh Interface,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Very important,,,Extending the data plane to non-Kubernetes environments,,"Data plane plugins - for example, WASM",,,,"Lack of guidance, blueprints, or best practices",Architectural and technical complexity,Shortage of engineering expertise and experience,,Choosing between projects and products,,,,,Scalability,,,Encryption,,Service discovery,Load balancing,,,,11-25,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13210554801,412227414,12/17/2021 07:41:24 PM,12/17/2021 07:44:30 PM,North America,10-49,Software Architect,,,,Full-Stack Developer,,,SRE / DevOps Engineer,Engineering Manager,,,,,,,,,,,,Education,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,,"Reliability - for example, request retries","Security - for example, mTLS",,,"Not important today, but will be in the future",,None of the above,,,,,,,"Lack of guidance, blueprints, or best practices",,,,,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",,,,
13208282757,412227414,12/16/2021 09:58:46 PM,12/16/2021 10:00:52 PM,North America,10-49,Software Architect,,,,,,,SRE / DevOps Engineer,,DevOps Management,,,,,,,,,,,Manufacturing,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,,"Reliability - for example, request retries","Security - for example, mTLS",,ease of configuration and deployment,"Not important today, but will be in the future",,,,,,Shadow traffic/dark traffic,,,,Architectural and technical complexity,,Securing management buy-in,,,,,,,,,,,,,Integration with tools and services,Monitoring and tracing,,2-10,"Reference architectures, blueprints, and guidance",,,,
13165203606,412227414,11/30/2021 02:01:47 PM,12/16/2021 11:17:09 AM,North America,100-499,Software Architect,,,,,,,SRE / DevOps Engineer,,DevOps Management,,,,,Database Administrator,,,,,Cloud Architect ,Scientific or technical services,,Only Public Cloud,,We are evaluating a service mesh,,,AWS App Mesh,,,,,,Istio,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Not important,,,Extending the data plane to non-Kubernetes environments,Header-based routing control,,Shadow traffic/dark traffic,,,,,,,Choosing between projects and products,,None of the above,,,,,,,,,,,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,,
13205958116,412227414,12/16/2021 01:31:10 AM,12/16/2021 01:34:17 AM,North America,"More than 5,000",,,,,,,,,,,,Product/Project Management,,,,,,,,,Software / Technology,,Hybrid Cloud (i.e. both),,No,,,,,,,,,Istio,,,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS",,,Very important,,,,,"Data plane plugins - for example, WASM",,,,,Architectural and technical complexity,,,,,None of the above,,,,,,,,,,,,,1,"Reference architectures, blueprints, and guidance",,,,
13205502341,412227414,12/15/2021 10:01:48 PM,12/15/2021 10:05:22 PM,Europe,100-499,Software Architect,,,,,,,,,,,,,,,,,,,,Software / Technology,,Hybrid Cloud (i.e. both),,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS",,,Not important,,,,Header-based routing control,,,,,,Architectural and technical complexity,Shortage of engineering expertise and experience,,Choosing between projects and products,,,,Reliability and consistency,,,,,Authentication and authorization,,,,,"1) our ingress controllers run with hostNetwork: true (Rancher default), which prevents us from using many linkerd features   2) troubleshooting if something does not work as expected (linkerd is really easy to setup, but if it fails you are on your own)",2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13205488320,412227414,12/15/2021 09:58:05 PM,12/15/2021 09:59:58 PM,North America,10-49,,,,,Full-Stack Developer,,,,,,,,,,,,Developer Relations,,Marketing,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS",,,"Not important today, but will be in the future",,,,Header-based routing control,,,,,,,Shortage of engineering expertise and experience,,,,,,,,,,,,,,Integration with tools and services,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,A whitepaper from TAG Network,
13203128373,412227414,12/15/2021 03:04:24 AM,12/15/2021 03:07:02 AM,South and Central America,100-499,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Financial Services,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,Meshery,,,,,Traefik,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,,Extending the data plane to non-Kubernetes environments,Header-based routing control,,Shadow traffic/dark traffic,,,,Architectural and technical complexity,Shortage of engineering expertise and experience,,,,,,,,,,,,,,Integration with tools and services,Monitoring and tracing,,1,"Reference architectures, blueprints, and guidance",,A series of hosted talks or webinars,A whitepaper from TAG Network,
13201977613,412227414,12/14/2021 06:32:00 PM,12/14/2021 06:36:26 PM,Europe,500-999,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Government,,Only Private Cloud / On Premise,,We are evaluating a service mesh,,,,Consul (in service mesh mode),,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS",,,"Not important today, but will be in the future",,,,Header-based routing control,,,,,"Lack of guidance, blueprints, or best practices",,Shortage of engineering expertise and experience,,,,,,,,,,,,,,,,Not yet implemented,2-10,"Reference architectures, blueprints, and guidance",,A series of hosted talks or webinars,A whitepaper from TAG Network,
13200192988,412227414,12/14/2021 03:28:17 AM,12/14/2021 03:30:18 AM,North America,100-499,Software Architect,,Back-end Developer,,Full-Stack Developer,,,SRE / DevOps Engineer,Engineering Manager,DevOps Management,,,,,,,,,,,Financial Services,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS",,,Not important,,None of the above,,,,,,,,Architectural and technical complexity,,,Choosing between projects and products,,,,,,,Policy management,,Authentication and authorization,,,,,,2-10,"Reference architectures, blueprints, and guidance",,,,
13197669999,412227414,12/13/2021 08:57:05 AM,12/13/2021 08:59:17 AM,Europe,100-499,,,Back-end Developer,,Full-Stack Developer,,,,,,,,,,,,,,,,Hospitality,,Only Public Cloud,,We are evaluating a service mesh,,,,,,,,,,,Linkerd,,,,,,Traefik,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Not important,,,,Header-based routing control,,Shadow traffic/dark traffic,,,,,Shortage of engineering expertise and experience,,Choosing between projects and products,,None of the above,,,,,,,,,,,,,1,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13196467534,412227414,12/12/2021 03:18:07 PM,12/12/2021 03:20:23 PM,North America,Less than 10,,,,,,,,SRE / DevOps Engineer,,DevOps Management,,,,,,,,,,,Legal Services,,Only Public Cloud,,No,,None of the above,,,,,,,,,,,,,,,,,,,"Reliability - for example, request retries",,,,Very important,,None of the above,,,,,,None of the above,,,,,,,None of the above,,,,,,,,,,,,,1,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,,
13195626132,412227414,12/11/2021 09:26:24 PM,12/11/2021 09:33:27 PM,Europe,100-499,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Financial Services,,Only Public Cloud,,"Yes, in production",,,,,,,,,Istio,,Linkerd,,,,,,Traefik,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,None of the above,,,,,,,"Lack of guidance, blueprints, or best practices",Architectural and technical complexity,,,,,,Performance,,,,,,,,,,,,26 or more,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,,,
13194987427,412227414,12/11/2021 11:02:23 AM,12/11/2021 11:04:59 AM,Europe,10-49,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Software / Technology,,Only Private Cloud / On Premise,,We are evaluating a service mesh,,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS",,,Not important,,,,Header-based routing control,,,,,,,Shortage of engineering expertise and experience,,,,None of the above,,,,,,,,,,,,,1,"Reference architectures, blueprints, and guidance",,,,
13194855167,412227414,12/11/2021 08:34:23 AM,12/11/2021 08:37:39 AM,Europe,100-499,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Transportation and warehousing,,Only Public Cloud,,"Yes, in production",,,,,,,,,Istio,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS","Traffic management - for example, blue-green deploys",,"Not important today, but will be in the future",,,,,,Shadow traffic/dark traffic,,,,,,,Choosing between projects and products,,,Performance,,,,,,,,,,,,2-10,,Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,,
13193757964,412227414,12/10/2021 06:52:24 PM,12/10/2021 06:59:09 PM,Europe,50-99,Software Architect,,Back-end Developer,,,,Quality Assurance Engineer,SRE / DevOps Engineer,,DevOps Management,,Product/Project Management,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,"proxyless gRPC service-mesh, perhaps with Google Cloud Traffic Director (sorry :-( )",,,,,,Load-balancing gRPC (now getting stable in grpc-go),Other (please specify),"Important, but is done via DNS",None of the above,,,,,,,,Architectural and technical complexity,Shortage of engineering expertise and experience,,,Lack of interest of developers to troubleshoot issues,,,,,,,,,,,Integration with tools and services,,Hard to troubleshoot,None,,Tools and projects that fill technology gaps and solve challenges,,,
13193633486,412227414,12/10/2021 05:07:06 PM,12/10/2021 06:06:36 PM,North America,10-49,Software Architect,,,,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS",,,Somewhat important,,,Extending the data plane to non-Kubernetes environments,,,,,,,,,,Choosing between projects and products,,,,,,Defining policies,,,,,,,,,2-10,,,A series of hosted talks or webinars,,
13193414331,412227414,12/10/2021 04:40:31 PM,12/10/2021 04:42:07 PM,North America,50-99,,,,,,,,,,DevOps Management,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,,,"Security - for example, mTLS",,,"Not important today, but will be in the future",,,,Header-based routing control,,Shadow traffic/dark traffic,,,,Architectural and technical complexity,,,,,,,Reliability and consistency,,,,,,,,,,,2-10,,Tools and projects that fill technology gaps and solve challenges,,,
13193213132,412227414,12/10/2021 03:21:42 PM,12/10/2021 03:27:42 PM,Europe,100-499,,,,,,,,SRE / DevOps Engineer,,,,,,,,,,,,,Financial Services,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics",,"Security - for example, mTLS",,multi-cluster,Very important,,None of the above,,,,,,,"Lack of guidance, blueprints, or best practices",,,,,,,,Reliability and consistency,,,,,,,,,,certificates and such,2-10,"Reference architectures, blueprints, and guidance",,,,facilitating communities around it
13193184532,412227414,12/10/2021 03:12:59 PM,12/10/2021 03:17:08 PM,Europe,10-49,,,Back-end Developer,,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,"Yes, in production",,,,,,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,,Extending the data plane to non-Kubernetes environments,Header-based routing control,,,,,"Lack of guidance, blueprints, or best practices",Architectural and technical complexity,,,,,,Performance,,,,,,,,,Integration with tools and services,,,1,"Reference architectures, blueprints, and guidance",,,A whitepaper from TAG Network,
13193089333,412227414,12/10/2021 02:39:38 PM,12/10/2021 02:41:40 PM,Europe,50-99,,,Back-end Developer,,,,,,,,,,,,,,,,,,Software / Technology,,Only Public Cloud,,We are evaluating a service mesh,,,,Consul (in service mesh mode),,,,,,,Linkerd,,,,,,,,,"Observability - for example, golden metrics","Reliability - for example, request retries","Security - for example, mTLS","Traffic management - for example, blue-green deploys",,Somewhat important,,,,Header-based routing control,,Shadow traffic/dark traffic,,,,Architectural and technical complexity,,,Choosing between projects and products,,,,,,,,,,,,Integration with tools and services,,,2-10,"Reference architectures, blueprints, and guidance",Tools and projects that fill technology gaps and solve challenges,A series of hosted talks or webinars,,
